,word,stop
440,אזעלכע,1
441,איבערן,1
442,אידיש,1
443,אִיו,1
444,אייך,1
445,איינהייט,1
446,איינמאל,1
447,אייער,1
448,אִים,1
449,אינטעליגענץ,1
450,אינטערווענץ,1
451,איני,1
452,אינס,1
453,איריש,1
454,אל,1
455,אליין,1
456,אמאָל,1
457,אנטייל,1
458,אנפירונג,1
459,אס,1
460,אסאך,1
461,אָפן,1
462,אַקטיוו,1
463,אַרבעטן,1
464,ארבעטס,1
465,ארבּעטס,1
466,ארבעס,1
467,אַרטיסטן,1
468,ארטיקלען,1
469,אָרטיקע,1
470,אש,1
471,באַציאונג,1
472,ביון,1
473,ביורא,1
474,ביז,1
475,בריוו,1
476,גאלר,1
477,גאַנצע,1
478,גאס,1
479,גאסן,1
480,גִיט,1
481,גיין,1
482,גיכער,1
483,גיסט,1
484,געבן,1
485,געבּן,1
486,געגנט,1
487,געהאט,1
488,געװארן,1
489,געזאגט,1
490,געזעצן,1
491,געמאכט,1
492,געמאַכט,1
493,געקוקט,1
494,גרייטע,1
495,גרינדן,1
496,דידאזיקע,1
497,דעלענאציע,1
498,דעָם,1
499,דעס,1
500,דעף,1
501,דֹעֶר,1
502,דערנאך,1
503,דערציילט,1
504,דערקלערט,1
505,דריטל,1
506,דריקן,1
507,האכן,1
508,האק,1
509,װאו,1
510,ווייטער,1
511,װיל,1
512,װיסן,1
513,װירטשאַפט,1
514,װעל,1
515,ווען,1
516,װענדן,1
517,וײ,1
518,זאָג,1
519,זאגט,1
520,זוּן,1
521,זײַ,1
522,זײיער,1
523,זִיך,1
524,זִיךְ,1
525,זיכער,1
526,זינען,1
527,זיץ,1
528,טאן,1
529,טון,1
530,טיילן,1
531,טע,1
532,יגנט,1
533,יוגנס,1
534,יוננע,1
535,יעין,1
536,כאראל,1
537,כוּץ,1
538,לאַנג,1
539,לאַנד,1
540,לוט,1
541,לענדער,1
542,לענינס,1
543,לעצטע,1
544,מאכט,1
545,מאַן,1
546,מאַסן,1
547,מאסקווע,1
548,מאסקים,1
549,מון,1
550,מי,1
551,מִיט,1
552,מין,1
553,מִיס,1
554,מיסן,1
555,מעטאדן,1
556,מערהייט,1
557,נאו,1
558,ניע,1
559,נעמען,1
560,ס'איו,1
561,סאָנים,1
562,סטירעס,1
563,עו,1
564,עלטערן,1
565,עסטערן,1
566,עפענען,1
567,עפשער,1
568,ערר,1
569,ערשט,1
570,ערשטע,1
571,ערשטער,1
572,ף,1
573,פּ,1
574,פּאַר,1
575,פארזצמלונג,1
576,פארטײי,1
577,פאריין,1
578,פארלאג,1
579,פאַרן,1
580,פארשטאַרקן,1
581,פאַרשטאַרקן,1
582,פוילן,1
583,פויער,1
584,פויערים,1
585,פיט,1
586,פילט,1
587,פירט,1
588,פירער,1
589,פענסטער,1
590,פראכיל,1
591,פראצענט,1
592,צווייטנס,1
593,צוישן,1
594,צוליב,1
595,צוליבּ,1
596,צוליג,1
597,ציטער,1
598,צַף,1
599,קאַליע,1
600,קאָמיוגישע,1
601,קאנטאר,1
602,קאָנען,1
603,קאפּ,1
604,קוים,1
605,קוּמט,1
606,קײן,1
607,קינא,1
608,קער,1
609,קעשענע,1
610,קראם,1
611,קרומע,1
612,קריגן,1
613,קרייו,1
614,ראט,1
615,ראטנמאכט,1
616,ראיאן,1
617,ראס,1
618,רובּל,1
619,ריטשקעלע,1
620,ריידן,1
621,ריכטיק,1
622,ריכטיקער,1
623,רע,1
624,רעב,1
625,רעכס,1
626,שולן,1
627,שטאָט,1
628,שטים,1
629,שי,1
630,שיקט,1
631,שמועס,1
632,שמײכל,1
633,11,1
634,13,1
635,16,1
636,190,1
637,1905,1
638,1926,1
639,21,1
640,29,1
641,30,1
642,40,1
643,42,1
644,55,1
645,700,1
646,א.א,1
647,אבאנירן,1
648,אָגער,1
649,אדן,1
650,אדעס,1
651,אַדרעס,1
652,אהיים,1
653,אוּ,1
654,אוב,1
655,אוגזער,1
656,אוועק,1
657,אוז,1
658,אוזער,1
659,אויב,1
660,אוֹיך,1
661,אויסגעהערט,1
662,אויסגעוואקסן,1
663,אויסלאנד,1
664,אויסלענדישע,1
665,אויסשטעלונג,1
666,אױף,1
667,אויפקלער,1
668,אונ,1
669,אוּנזער,1
670,אונטערן,1
671,אַועלכע,1
672,אוקראינע,1
673,אוּקראינע,1
674,אזא,1
675,אַזאַ,1
676,אַזעלכע,1
677,איב,1
678,איבּ,1
679,איבּעט,1
680,איבערגויען,1
681,איבּערװאַנדערער,1
682,איבּערן,1
683,איבּערצייגן,1
684,איגעס,1
685,אידישן,1
686,אידישץ,1
687,אידנטום,1
688,אידס,1
689,איה,1
690,אִיז,1
691,אייגענעם,1
692,אייגער,1
693,איידעס,1
694,אייניקע,1
695,איינע,1
696,אין',1
697,אינדוסטריע,1
698,אינדערפרי,1
699,אינהאלט,1
700,אינטערעס,1
701,איער,1
702,איצטיקס,1
703,איציק,1
704,איציקן,1
705,איריס,1
706,אירישן,1
707,אירענע,1
708,אלאוקר,1
709,אלגעמיינע,1
710,אַלגעמײנער,1
711,אלט,1
712,אלטן,1
713,אַלטע,1
714,אַלץ,1
715,אלשטאטישע,1
716,אמאל,1
717,אַמאָל,1
718,אמערסטן,1
719,אנ,1
720,אָנגעהױבן,1
721,אנגעהױגן,1
722,אנגעשטעלטע,1
723,אנדערע,1
724,אָס,1
725,אִף,1
726,אֶף,1
727,אפאויציע,1
728,אפילע,1
729,אָפּעראַציע,1
730,אקטיוו,1
731,אַראָט,1
732,ארבּ,1
733,אַרבּעט,1
734,אַרבעטער,1
735,אַרבּעטער,1
736,ארבעטערשאַטט,1
737,ארגאניזאציעס,1
738,אָרגאַנען,1
739,אַרגעט,1
740,ארגעטער,1
741,ארוים,1
742,ארויסגעטראכן,1
743,אריבערפירן,1
744,אַרײן,1
745,ארימע,1
746,ארכּעט,1
747,ארס,1
748,אררענונג,1
749,בֹּא,1
750,באגריסן,1
751,באדינגונגען,1
752,באזארגן,1
753,באנאכט,1
754,באַפעלקערונג,1
755,באקאנט,1
756,באַקאנטע,1
757,בּאראטונג,1
758,באַשטימט,1
759,בּאַשטימט,1
760,בּאשטעטיקט,1
761,בּאשלאסן,1
762,באַשלוס,1
763,בט,1
764,ביידע,1
765,בין,1
766,בן,1
767,בע,1
768,בּענקל,1
769,בערלין,1
770,בריו,1
771,גאַ,1
772,גאָ,1
773,גאוניט,1
774,גאניקל,1
775,גאַס,1
776,גאפעלקערונג,1
777,גאָר,1
778,גוווינערן,1
779,גוט,1
780,גוילעם,1
781,גײ,1
782,גײט,1
783,גייען,1
784,גײערס,1
785,גיכן,1
786,גליך,1
787,געאגראפיע,1
788,געבעטן,1
789,געגעבן,1
790,געהעריקע,1
791,געואגט,1
792,געוארן,1
793,געװויס,1
794,געזען,1
795,געזערד,1
796,געט,1
797,געי,1
798,געיארן,1
799,געלע,1
800,געמ,1
801,גענוי,1
802,געעפנט,1
803,געקאנט,1
804,געקומענע,1
805,געקיקט,1
806,גער,1
807,געריכטן,1
808,געריסן,1
809,גערעדט,1
810,געשטאנען,1
811,געשטעלט,1
812,געשיקט,1
813,געשמאַק,1
814,געשען,1
815,געשריגן,1
816,גרווינערן,1
817,גרויסן,1
818,גרונט,1
819,גרייט,1
820,גרעסטע,1
821,גרעסטער,1
822,דאָט,1
823,דאָך,1
824,דאקטאר,1
825,דאַרף,1
826,דאַרפן,1
827,דומע,1
828,דורכגעפירט,1
829,דורכן,1
830,דייטשישן,1
831,דייטשישע,1
832,דיקטאטור,1
833,דיראויקע,1
834,דיראזיקע,1
835,דישע,1
836,דך,1
837,דלר,1
838,דנר,1
839,דֹעָם,1
840,דעקאבּר,1
841,דעָר,1
842,דֹעַר,1
843,דערדאזיקער,1
844,דערדאָזיקער,1
845,דערהארגעט,1
846,דערפאַר,1
847,דערציילונג,1
848,דערראזיקער,1
849,דפם,1
850,דראמע,1
851,דרויסגס,1
852,דריקט,1
853,ה'ט,1
854,האָבן,1
855,האלטן,1
856,האלסן,1
857,האן,1
858,האנט,1
859,האצן,1
860,הארע,1
861,הו,1
862,הײם,1
863,הייסט,1
864,הייסע,1
865,הס,1
866,העכערן,1
867,העלפט,1
868,הערן,1
869,הצט,1
870,וּ,1
871,וא,1
872,ואוינס,1
873,ואוציק,1
874,וו,1
875,װאָגיק,1
876,וואו,1
877,װאוּ,1
878,װאוציק,1
879,וואל,1
880,וואנדער,1
881,װאַנען,1
882,װאַקסן,1
883,ווארט,1
884,װאָרט,1
885,ווי,1
886,װידער,1
887,װייב,1
888,װײב,1
889,װײטער,1
890,װײיבּ,1
891,װײסן,1
892,ווילן,1
893,װילן,1
894,װירטשאַפּט,1
895,װירער,1
896,ווירקונג,1
897,װעג,1
898,װעלכן,1
899,װעלכפ,1
900,װענדונג,1
901,װענט,1
902,ווענן,1
903,װעס,1
904,װפס,1
905,װצגן,1
906,ונג,1
907,זאך,1
908,זאָקן,1
909,זונען,1
910,זט,1
911,זיבּן,1
912,זײגערל,1
913,זײגערמאכער,1
914,זײגערמאַכער,1
915,זייגערמאכערס,1
916,זײן,1
917,זײַנען,1
918,זײער,1
919,זײַער,1
920,זײערע,1
921,זיכערקייט,1
922,זיר,1
923,זעסט,1
924,זשע,1
925,טאג,1
926,טאָג,1
927,טארטיי,1
928,טויזנט,1
929,טײל,1
930,טייקעף,1
931,טעאטער,1
932,טראָגט,1
933,טראצקי,1
934,יאָר,1
935,יגנס,1
936,יוג,1
937,יוּגנט,1
938,יוישער,1
939,יורירישע,1
940,ייך,1
941,ייר,1
942,יעדיע,1
943,יעדיעס,1
944,יעדע,1
945,יעכידים,1
946,יענעם,1
947,יענער,1
948,יערע,1
949,יערער,1
950,ך,1
951,כּ,1
952,כאווערטעס,1
953,כאטש,1
954,כוידעש,1
955,כט,1
956,כינע,1
957,ל,1
958,לאָדן,1
959,לאוט,1
960,לאזט,1
961,לאנד,1
962,לאַנדװירטשאַפטלעכן,1
963,לויטן,1
964,לײ,1
965,לײי,1
966,לייענט,1
967,לין,1
968,לינען,1
969,לינקן,1
970,לירע,1
971,לעבן,1
972,לעך,1
973,לעכע,1
974,לענינישער,1
975,לערגט,1
976,לערגען,1
977,מאיסע,1
978,מאכל,1
979,מאכס,1
980,מאל,1
981,מאן,1
982,מאנטע,1
983,מאסע,1
984,מארגן,1
985,מאַשינעס,1
986,מוון,1
987,מיטגלירער,1
988,מיליאן,1
989,מיליאָן,1
990,מים,1
991,מינוט,1
992,מישפאכעס,1
993,מענטשן,1
994,נאָו,1
995,נאָז,1
996,נויטיק,1
997,נױטיק,1
998,נון,1
999,ניטא,1
1000,נייעם,1
1001,נים,1
1002,ניסט,1
1003,נעכט,1
1004,נעס,1
1005,נעץ,1
1006,ס'האָט,1
1007,סאנים,1
1008,סטיליװאַטע,1
1009,סטעפּאנאוו,1
1010,סיאיז,1
1011,סימען,1
1012,סיקן,1
1013,ספעציעלע,1
1014,ספּעציעלער,1
1015,סקווארצאוו,1
1016,עה,1
1017,עלטערע,1
1018,ענטפערט,1
1019,ענטפערן,1
1020,עֶס,1
1021,עסטֶער,1
1022,עפיס,1
1023,עפנט,1
1024,עקאנאמישע,1
1025,ערגסט,1
1026,ערדאיינארדענונג,1
1027,ערה,1
1028,ערשטנס,1
1029,פא,1
1030,פאדערט,1
1031,פאלגנדיקע,1
1032,פאלן,1
1033,פאָלקס,1
1034,פאנים,1
1035,פּאָנים,1
1036,פאקטן,1
1037,פאַרבאַנד,1
1038,פארבּינדונג,1
1039,פאָרגעקומען,1
1040,פארגעשטעלט,1
1041,פארואמלונג,1
1042,פארזאמלונג,1
1043,פארזאמלונגען,1
1044,פארט,1
1045,פארטײ,1
1046,פאַרטײ,1
1047,פארטייאישע,1
1048,פארי,1
1049,פארייניקט,1
1050,פארנומען,1
1051,פארקומען,1
1052,פארשטאנען,1
1053,פארשריבּן,1
1054,פו,1
1055,פווי,1
1056,פוז,1
1057,פויערשע,1
1058,פֿון,1
1059,פוס,1
1060,פי,1
1061,פילס,1
1062,פינגער,1
1063,פעלערן,1
1064,פעקין,1
1065,פערענץ,1
1066,פראָגן,1
1067,פּראַגע,1
1068,פראַנק,1
1069,פראנקרייך,1
1070,פרואוון,1
1071,פרױ,1
1072,פריוואטע,1
1073,פרייטיק,1
1074,פרימארגן,1
1075,פּרעזיריום,1
1076,ץ,1
1077,צאָלט,1
1078,צאָלן,1
1079,צוגעגאנגען,1
1080,צוגעצויגן,1
1081,צוגעשיקט,1
1082,צוואַמענפאר,1
1083,צװײ,1
1084,צווייטער,1
1085,צונויף,1
1086,צט,1
1087,ציאניסטישע,1
1088,ציוישן,1
1089,ציי,1
1090,ציילט,1
1091,ציין,1
1092,צילן,1
1093,צימערן,1
1094,ציע,1
1095,ציפערן,1
1096,צעט,1
1097,צענטרואלקאָם,1
1098,קאָלאָניעס,1
1099,קאליע,1
1100,קאלעקטיוו,1
1101,קאָלעקטיוון,1
1102,קאמיטעט,1
1103,קאָמיטעט,1
1104,קאמינטערן,1
1105,קאָמיסיע,1
1106,קאָמיסיעס,1
1107,קאָן,1
1108,קאַסע,1
1109,קאַרגע,1
1110,קארלא,1
1111,קוי,1
1112,קולטוּר,1
1113,קולסור,1
1114,קוסטאר,1
1115,קיי,1
1116,קיינמאל,1
1117,קײנמאָל,1
1118,קין,1
1119,קינדער,1
1120,קיעוו,1
1121,קיעווער,1
1122,קיעװער,1
1123,קיעיו,1
1124,קלאַסן,1
1125,קלאָר,1
1126,קלויזנער,1
1127,קלייגער,1
1128,קליינעם,1
1129,קע,1
1130,קעדיי,1
1131,קעוײ,1
1132,קעמערלעך,1
1133,קענן,1
1134,קציעס,1
1135,קרייון,1
1136,קרייזן,1
1137,קרעדיטן,1
1138,ראַטנפארבּאנד,1
1139,ראַטנפאַרבּאַנד,1
1140,ראָכל,1
1141,רארף,1
1142,רופט,1
1143,רופן,1
1144,ריכטיקן,1
1145,ריכטער,1
1146,רן,1
1147,רעג,1
1148,רעזאלוציעס,1
1149,רעזולטאַטן,1
1150,רעכטן,1
1151,רעכנט,1
1152,רעראַקטאָר,1
1153,רעראקציע,1
1154,שאָ,1
1155,שאבּעס,1
1156,שױן,1
1157,שוּכווארג,1
1158,שון,1
1159,שטאנד,1
1160,שטאַרקער,1
1161,שטייט,1
1162,שטײט,1
1163,שטײער,1
1164,שטימען,1
1165,שטיצן,1
1166,שטעטלשער,1
1167,שטעלט,1
1168,שטעלן,1
1169,שטענדיק,1
1170,שטעס,1
1171,שטערף,1
1172,שיין,1
1173,שין,1
1174,שלאנקע,1
1175,שמאָל,1
1176,שנוּר,1
1177,שע,1
1178,שפעטער,1
1179,שפּעטער,1
1180,שריס,1
1181,0,1
1182,4,1
1183,"1.088,037",1
1184,100,1
1185,100ן,1
1186,101,1
1187,11498,1
1188,127,1
1189,13000,1
1190,1421,1
1191,160,1
1192,17,1
1193,18,1
1194,1804,1
1195,19,1
1196,1920,1
1197,1924,1
1198,1לטן,1
1199,20.000,1
1200,200,1
1201,222,1
1202,23,1
1203,2300,1
1204,24,1
1205,2500,1
1206,26,1
1207,27,1
1208,281,1
1209,2אָס,1
1210,2עשאס,1
1211,3.4,1
1212,30.9,1
1213,316,1
1214,32,1
1215,332,1
1216,34ער,1
1217,37בןט,1
1218,43,1
1219,444000,1
1220,45,1
1221,46,1
1222,48,1
1223,4טן,1
1224,4טע,1
1225,4פאָרטוניטטישן,1
1226,51,1
1227,52,1
1228,544,1
1229,5613,1
1230,57,1
1231,58010סמס1101,1
1232,60,1
1233,600888אוק8סוסקן,1
1234,633,1
1235,665,1
1236,70,1
1237,71,1
1238,723,1
1239,7אגע,1
1240,7ר,1
1241,85,1
1242,8א,1
1243,8ֿדן,1
1244,8ער,1
1245,90ו,1
1246,9צר,1
1247,א:גענומען,1
1248,א:ן,1
1249,א:צוהויבּן,1
1250,א.װ,1
1251,א.ין,1
1252,א',1
1253,א'דן,1
1254,א'ן,1
1255,א'ֹן,1
1256,א8סזעססצתאבֿ,1
1257,אאול,1
1258,אאָרטלאגן,1
1259,אב:ר,1
1260,אַבא:ענטן,1
1261,אַבּאָנעמענטט,1
1262,אַבאָנענטן,1
1263,אבד,1
1264,אבעי,1
1265,אָבֹּעֶר,1
1266,אבּראמאוויטש,1
1267,אבּראמאָוויטש,1
1268,אגאנירונב,1
1269,אַגינץ,1
1270,אגעוקענט,1
1271,אגענט,1
1272,אגענטן,1
1273,אַגענטן,1
1274,אִגעֵר,1
1275,אגשטאט,1
1276,אגשטרעגגונג,1
1277,אַדום,1
1278,אדועסן,1
1279,אַדמיניסטראַטיוון,1
1280,אדמיניסטראטיווע,1
1281,אדמיניסטראַטיווע,1
1282,אַדמיניסטראַטיװער,1
1283,אדמתו,1
1284,אדעסער,1
1285,אָדעֹר,1
1286,אה,1
1287,אַהימפױיערים,1
1288,אהס:עקליבּן,1
1289,אהעזר,1
1290,אוֹ,1
1291,אוא,1
1292,אַואַ,1
1293,אַואַנק,1
1294,אובזס,1
1295,אובעט,1
1296,אובעטער,1
1297,אובּעטער,1
1298,אֵובעטער,1
1299,אַובעטער,1
1300,אַובּעטער,1
1301,אובפטט,1
1302,אוגאניזאציעס,1
1303,אוגאנייר,1
1304,אוּגזער,1
1305,אוגזערע,1
1306,אוגלאנאוו,1
1307,אװ,1
1308,אָוו,1
1309,אוואנטיוויסטקע,1
1310,אוואנטיור,1
1311,אוואנטיוריסטן,1
1312,אָװוראָםס,1
1313,אַװטאָ,1
1314,אװטאָריטעטע,1
1315,אווטאריכעֶט,1
1316,אװי,1
1317,אווים,1
1318,אוויסצוברענגען,1
1319,אַװיסרוסן,1
1320,אוויפיל,1
1321,אווך,1
1322,אוום,1
1323,אווּם,1
1324,אוונ,1
1325,אוונט,1
1326,אוונס,1
1327,אווסאייסעט,1
1328,אװע,1
1329,אַװעק,1
1330,אַװעקגײַן,1
1331,אוועקגעגאנװעש,1
1332,אַוועקגעשטטלט,1
1333,אוועקגעשטעלט,1
1334,אווער,1
1335,אַװצקגײענד'ץ,1
1336,אוּז,1
1337,אוזערס,1
1338,אוטערגעװיינלזך,1
1339,אוי,1
1340,אוי:געהויבן,1
1341,אױב,1
1342,אויבעדשטע,1
1343,אױויס,1
1344,אויוער,1
1345,אױוער,1
1346,אויוערסיטעטן,1
1347,אױזער,1
1348,אויזערן,1
1349,אויזקר,1
1350,אויט,1
1351,אויטגאבּן,1
1352,אױטגעבּעט,1
1353,אױטװאַל,1
1354,אויטמערקזאמקייט,1
1355,אױיבער,1
1356,אױילאָם,1
1357,אַוײן,1
1358,אֵויינציען,1
1359,אױיס,1
1360,אױיסארבּעָטן,1
1361,אױיסגעגליטשע,1
1362,אױיפגלרודערט,1
1363,אױיפגערעקס,1
1364,אױיפזעער,1
1365,אױיפמערקזאַמקײס,1
1366,אױיפנאַם,1
1367,אױיפרון,1
1368,אויךְ,1
1369,אוילאם,1
1370,אוילאָם,1
1371,אוילע,1
1372,אוילעם,1
1373,אױם,1
1374,אױםגאבן,1
1375,אוימהויבן,1
1376,אויםטראַג,1
1377,אוימירונג,1
1378,אויםשטטב,1
1379,אוימשטייג,1
1380,אוין,1
1381,אױנן,1
1382,אױסאַרבעטן,1
1383,אויסבּעסערונגען,1
1384,אויסגע,1
1385,אוִיסְגֶעאַרגעט,1
1386,אױסגעבּוױט,1
1387,אויסגעגייכגט,1
1388,אױסגעהאלטן,1
1389,אױסגעהױבן,1
1390,אויסגעװאקסן,1
1391,אױסגעװאַקסענע,1
1392,אויסגעװויילט,1
1393,אויסגעװײלס,1
1394,אויסגעטילט,1
1395,אויסגעטראטן,1
1396,אויסגעי,1
1397,אויסגעכראכן,1
1398,אויסגעלאסענע,1
1399,אויסגעמיטן,1
1400,אויסגענוצט,1
1401,אויסגעסערונגען,1
1402,אויסגעפ'לט,1
1403,אױסגעצױגן,1
1404,אוֹיסגעצייכ'שי,1
1405,אויסגעקומען,1
1406,אױסגעקליבּו,1
1407,אויסגעקליבּענע,1
1408,אויסגעקעט,1
1409,אויסגעשמירטער,1
1410,אויסדערנאכט,1
1411,אויסהערן,1
1412,אויסהערנדיק,1
1413,אױסװײלער,1
1414,אױסטאָרשונג,1
1415,אויסטײלן,1
1416,אױסטײלן,1
1417,אױסטירקאָמען,1
1418,אױסלאַנר,1
