"","token","tag","pos","category","funct","case","pers","num","gender","tense","mode"
"50","Scene","N.Name.Nom.Sg.Fem","N","Name",NA,"Nom",NA,"Sg","Fem",NA,NA
"51",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"52","ein","ART.Indef.Nom.Sg.Neut","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"53","Zelt","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"54","im","APPRART.Dat.Sg.Neut","APPRART",NA,NA,"Dat",NA,"Sg","Neut",NA,NA
"55","Lager","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"56","des","ART.Def.Gen.Sg.Masc","ART","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"57","Aridäus","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"58",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"59","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"60","105","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"61","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"62","Philotas","N.Name.Gen.Sg.Neut","N","Gen",NA,"Gen",NA,"Sg","Neut",NA,NA
"63",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"64","Erster","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"65","Auftritt","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"66",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"67","Philotas","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"68",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"69","Gefangen","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"70","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"71","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"72","gefangen","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"73","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"74","Götter","N.Reg.Acc.Pl.Masc","N","Reg",NA,"Acc",NA,"Pl","Masc",NA,NA
"75","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"76","Ach","ITJ","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"77","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"78","Mein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
"79","Vater","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"80","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"81","–","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"82","–","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"83","Fang","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"84","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"85","so","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"86","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"87","lernen","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"88","an","PART.Verb","PART","Verb",NA,NA,NA,NA,NA,NA,NA
"89","?","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"90","Ein","ART.Indef.Nom.Sg.Neut","ART","Indef",NA,"Nom",NA,"Sg","Neut",NA,NA
"91","Kind","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"92",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"93","träumt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"94","’","TRUNC.Noun","TRUNC","Noun",NA,NA,NA,NA,NA,NA,NA
"95","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"96","Feldläger","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"97",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"98","Schlachten","N.Reg.Acc.Pl.Fem","N","Reg",NA,"Acc",NA,"Pl","Fem",NA,NA
"99",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"100","Sturm","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"101","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"102","O","N.Name.Nom.Sg.*","N","Name",NA,"Nom",NA,"Sg",NA,NA,NA
"103","träumt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"104","’","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"105","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"106","itzt","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"107",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"108","ein","ART.Indef.Nom.Sg.Masc","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"109","Jüngling","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"110",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"111","Wunde","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"112",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"113","Tod","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"114",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"115","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"116","das","PRO.Dem.Subst.-.Nom.Sg.Neut","PRO","Dem","Subst","Nom",NA,"Sg","Neut",NA,NA
"117","viel","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"118","ärgre","VFIN.Full.3.Sg.Pres.Subj","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Subj"
"119",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"120","die","ART.Def.Acc.Sg.Fem","ART","Def",NA,"Acc",NA,"Sg","Fem",NA,NA
"121","Gefangenschaft","N.Reg.Acc.Sg.Fem","N","Reg",NA,"Acc",NA,"Sg","Fem",NA,NA
"122","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"123","Allein","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"124","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"125","wache","VFIN.Full.1.Sg.Pres.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"126",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"127","denke","VFIN.Full.1.Sg.Pres.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"128",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"129","sehe","VFIN.Full.1.Sg.Pres.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Pres","Ind"
"130","mich","PRO.Refl.Subst.1.Acc.Sg.*","PRO","Refl","Subst","Acc","1","Sg",NA,NA,NA
"131",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"132","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"133","eine","ART.Indef.Nom.Sg.Fem","ART","Indef",NA,"Nom",NA,"Sg","Fem",NA,NA
"134","leichte","ADJA.Pos.Nom.Sg.Fem","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"135","Wund","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"136","’","ADJA.Pos.Nom.Sg.Fem","ADJA","Pos",NA,"Nom",NA,"Sg","Fem",NA,NA
"137",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"138","ach","ITJ","ITJ",NA,NA,NA,NA,NA,NA,NA,NA
"139","eine","PRO.Indef.Subst.-.Nom.Sg.Fem","PRO","Indef","Subst","Nom",NA,"Sg","Fem",NA,NA
"140","nur","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"141",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"142","Durch","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"143","die","PRO.Dem.Subst.-.Acc.Sg.Fem","PRO","Dem","Subst","Acc",NA,"Sg","Fem",NA,NA
"144","der","ART.Def.Gen.Sg.Fem","ART","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"145","blutgen","ADJA.Pos.Gen.Sg.Fem","ADJA","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"146","Hand","N.Reg.Gen.Sg.Fem","N","Gen",NA,"Gen",NA,"Sg","Fem",NA,NA
"147","das","ART.Def.Nom.Sg.Neut","ART","Def",NA,"Nom",NA,"Sg","Neut",NA,NA
"148","Schwerdt","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"149","entsank","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"150",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"151","Schmerzt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"152",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"153","aber","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"154","ist","VFIN.Sein.3.Sg.Pres.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Pres","Ind"
"155","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"156","tödtlich","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"157",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"158","sagt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"159","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"160","Arzt","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"161","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"162","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"163","–","N.Reg.*.*.Neut","N","Reg",NA,NA,NA,NA,"Neut",NA,NA
"164","–","ADJA.Pos.Nom.Sg.Masc","ADJA","Pos",NA,"Nom",NA,"Sg","Masc",NA,NA
"165","Nichtswürdiger","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"166",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"167","sie","PRO.Pers.Subst.3.Nom.Sg.Fem","PRO","Pers","Subst","Nom","3","Sg","Fem",NA,NA
"168","sollte","VFIN.Mod.3.Sg.Past.Ind","VFIN","Mod",NA,NA,"3","Sg",NA,"Past","Ind"
"169","tödtlich","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"170","seyn","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"171","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"172","Grausam","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"173","-","SYM.Pun.Hyph","SYM","Pun","Hyph",NA,NA,NA,NA,NA,NA
"174","barmherzig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"175","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"176","der","ART.Def.Nom.Sg.Masc","ART","Def",NA,"Nom",NA,"Sg","Masc",NA,NA
"177","Feind","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"178",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"179","als","CONJ.Comp.-","CONJ","Comp",NA,NA,NA,NA,NA,NA,NA
"180","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"181","Befahl","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"182","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"183","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"184","verbinden","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"185",";","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"186","listig","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"187","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"188","[","SYM.Paren.Left","SYM","Paren","Left",NA,NA,NA,NA,NA,NA
"189","106","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"190","]","SYM.Paren.Right","SYM","Paren","Right",NA,NA,NA,NA,NA,NA
"191","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"192","mehr","ADV","ADV",NA,NA,NA,NA,NA,NA,NA,NA
"193","als","APPR.Als","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"194","grausam","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"195",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"196","Leben","N.Reg.Acc.Sg.Neut","N","Reg",NA,"Acc",NA,"Sg","Neut",NA,NA
"197","wollt","VFIN.Mod.2.Pl.Pres.Ind","VFIN","Mod",NA,NA,"2","Pl",NA,"Pres","Ind"
"198","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"199","nicht","PART.Neg","PART","Neg",NA,NA,NA,NA,NA,NA,NA
"200","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"201","Denn","CONJ.Coord.Denn","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"202",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"203","überwunden","VPP.Full.Psp","VPP","Full","Psp",NA,NA,NA,NA,NA,NA
"204",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"205","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"206","für","APPR.Acc","APPR",NA,NA,"Acc",NA,NA,NA,NA,NA
"207","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"208","kein","PRO.Indef.Attr.-.Nom.Sg.Masc","PRO","Indef","Attr","Nom",NA,"Sg","Masc",NA,NA
"209","Trost","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"210","Als","APPR.Als","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"211",":","SYM.Pun.Colon","SYM","Pun",NA,NA,NA,NA,NA,NA,NA
"212","Sterben","VINF.Full.-","VINF","Full",NA,NA,NA,NA,NA,NA,NA
"213",".","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"214","Welch","PRO.Inter.Attr.-.*.*.*","PRO","Inter","Attr",NA,NA,NA,NA,NA,NA
"215","ein","ART.Indef.Nom.Sg.Masc","ART","Indef",NA,"Nom",NA,"Sg","Masc",NA,NA
"216","Anblick","N.Reg.Nom.Sg.Masc","N","Reg",NA,"Nom",NA,"Sg","Masc",NA,NA
"217","war","VFIN.Sein.3.Sg.Past.Ind","VFIN",NA,NA,NA,"3","Sg",NA,"Past","Ind"
"218","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"219","mir","PRO.Refl.Subst.1.Dat.Sg.*","PRO","Refl","Subst","Dat","1","Sg",NA,NA,NA
"220","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"221","In","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"222","Feindes","N.Reg.Gen.Sg.Masc","N","Gen",NA,"Gen",NA,"Sg","Masc",NA,NA
"223","Händen","N.Reg.Dat.Pl.Fem","N","Reg",NA,"Dat",NA,"Pl","Fem",NA,NA
"224",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"225","lebend","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"226","mich","PRO.Pers.Subst.1.Acc.Sg.*","PRO","Pers","Subst","Acc","1","Sg",NA,NA,NA
"227","zu","PART.Zu","PART","Zu",NA,NA,NA,NA,NA,NA,NA
"228","sehn","VIMP.Full.2.Sg","VIMP","Full",NA,NA,"2","Sg",NA,NA,NA
"229","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"230","Und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"231","–","CARD","CARD",NA,NA,NA,NA,NA,NA,NA,NA
"232","–","FM","FM",NA,NA,NA,NA,NA,NA,NA,NA
"233","o","FM","FM",NA,NA,NA,NA,NA,NA,NA,NA
"234","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"235","in","APPR.In","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"236","welch","PRO.Inter.Attr.-.Dat.Sg.Neut","PRO","Inter","Attr","Dat",NA,"Sg","Neut",NA,NA
"237","verflucht","ADJD.Pos","ADJD","Pos",NA,NA,NA,NA,NA,NA,NA
"238","Gesicht","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"239","sah","VFIN.Full.1.Sg.Past.Ind","VFIN","Full",NA,NA,"1","Sg",NA,"Past","Ind"
"240","ich","PRO.Pers.Subst.1.Nom.Sg.*","PRO","Pers","Subst","Nom","1","Sg",NA,NA,NA
"241","Dem","ART.Def.Dat.Sg.Masc","ART","Def",NA,"Dat",NA,"Sg","Masc",NA,NA
"242","alten","ADJA.Pos.Dat.Sg.Masc","ADJA","Pos",NA,"Dat",NA,"Sg","Masc",NA,NA
"243","Krieger","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"244",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"245","der","PRO.Rel.Subst.-.Nom.Sg.Masc","PRO","Rel","Subst","Nom",NA,"Sg","Masc",NA,NA
"246",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"247","auf","APPR.Auf","APPR",NA,NA,NA,NA,NA,NA,NA,NA
"248","seinem","PRO.Poss.Attr.-.Dat.Sg.Masc","PRO","Poss","Attr","Dat",NA,"Sg","Masc",NA,NA
"249","Arm","N.Reg.Dat.Sg.Masc","N","Reg",NA,"Dat",NA,"Sg","Masc",NA,NA
"250","Den","ART.Def.Acc.Sg.Masc","ART","Def",NA,"Acc",NA,"Sg","Masc",NA,NA
"251","leichten","ADJA.Pos.Acc.Sg.Masc","ADJA","Pos",NA,"Acc",NA,"Sg","Masc",NA,NA
"252","Jüngling","N.Reg.Acc.Sg.Masc","N","Reg",NA,"Acc",NA,"Sg","Masc",NA,NA
"253","von","APPR.Dat","APPR",NA,NA,"Dat",NA,NA,NA,NA,NA
"254","dem","ART.Def.Dat.Sg.Neut","ART","Def",NA,"Dat",NA,"Sg","Neut",NA,NA
"255","Pferde","N.Reg.Dat.Sg.Neut","N","Reg",NA,"Dat",NA,"Sg","Neut",NA,NA
"256","wog","VFIN.Full.3.Sg.Past.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Past","Ind"
"257","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"258","Kind","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"259",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"260","sagt","VFIN.Full.3.Sg.Pres.Ind","VFIN","Full",NA,NA,"3","Sg",NA,"Pres","Ind"
"261","er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"262",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"263","Kind","N.Reg.Nom.Sg.Neut","N","Reg",NA,"Nom",NA,"Sg","Neut",NA,NA
"264","!","SYM.Pun.Sent","SYM","Pun","Sent",NA,NA,NA,NA,NA,NA
"265","Er","PRO.Pers.Subst.3.Nom.Sg.Masc","PRO","Pers","Subst","Nom","3","Sg","Masc",NA,NA
"266",",","SYM.Pun.Comma","SYM","Pun","Comma",NA,NA,NA,NA,NA,NA
"267","und","CONJ.Coord.-","CONJ","Coord",NA,NA,NA,NA,NA,NA,NA
"268","sein","PRO.Poss.Attr.-.Nom.Sg.Masc","PRO","Poss","Attr","Nom",NA,"Sg","Masc",NA,NA
