Klagen	N.Reg.Nom.Pl.Fem
,	SYM.Pun.Comma
nichts	PRO.Indef.Subst.-.*.*.Neut
als	CONJ.Comp.-
Klagen	N.Reg.Nom.Pl.Fem
!	SYM.Pun.Sent
Bittschriften	N.Reg.Nom.Pl.Fem
,	SYM.Pun.Comma
nichts	PRO.Indef.Subst.-.*.*.Neut
als	CONJ.Comp.-
Bittschriften	N.Reg.Nom.Pl.Fem
!	SYM.Pun.Sent
–	CARD
Die	ART.Def.Nom.Pl.Neut
traurigen	ADJA.Pos.Nom.Pl.Neut
Geschäfte	N.Reg.Nom.Pl.Neut
;	SYM.Pun.Sent
und	CONJ.Coord.-
man	PRO.Indef.Subst.-.Nom.Sg.*
beneidet	VFIN.Full.3.Sg.Pres.Ind
uns	PRO.Pers.Subst.1.Acc.Pl.*
noch	ADV
!	SYM.Pun.Sent
–	N.Reg.Nom.Sg.Masc
Das	ART.Def.Nom.Sg.Neut
glaub	VIMP.Full.2.Sg
'	SYM.Quot.Right
ich	PRO.Pers.Subst.1.Nom.Sg.*
;	SYM.Pun.Sent
wenn	CONJ.SubFin.-
wir	PRO.Pers.Subst.1.Nom.Pl.*
allen	PRO.Indef.Subst.-.Dat.Pl.*
helfen	VINF.Full.-
könnten	VFIN.Mod.1.Pl.Past.Subj
:	SYM.Pun.Colon
dann	ADV
wären	VFIN.Sein.1.Pl.Past.Subj
wir	PRO.Pers.Subst.1.Nom.Pl.*
zu	PART.Zu
beneiden	VINF.Full.-
.	SYM.Pun.Sent
–	N.Name.*.*.*
Emilia	N.Name.*.*.*
?	SYM.Pun.Sent
Eine	ART.Indef.Acc.Sg.*
Emilia	N.Name.*.*.*
?	SYM.Pun.Sent
–	N.Name.*.*.*
Aber	CONJ.Coord.Aber
eine	PRO.Indef.Subst.-.Nom.Sg.Fem
Emilia	N.Name.*.*.*
Bruneschi	N.Name.*.*.*
–	CARD
nicht	PART.Neg
Galotti	N.Reg.Acc.Sg.*
.	SYM.Pun.Sent
Nicht	PART.Neg
Emilia	N.Name.*.*.*
Galotti	N.Name.*.*.*
!	SYM.Pun.Sent
–	CARD
Was	PRO.Indef.Subst.-.*.*.*
will	VFIN.Mod.3.Sg.Pres.Ind
sie	PRO.Pers.Subst.3.Nom.Sg.Fem
